actual_route,avg_latency_ms,avg_latency_us,baseline_no_retrain_avg_latency_ms,baseline_no_retrain_p95_latency_ms,baseline_no_retrain_recall,baseline_source_rel,bucket,candidate_count,candidate_count_passing_recall,candidate_count_total,case_id,chosen_L,configured_L,configured_route,cpu_affinity_allowed_cpus,cpu_cap,cpu_cap_enforced,cycle,cycle_idx,dest_prefix,elapsed_s,empty_count,evidence_source,fallback_count,flat_build_memory_gb,flat_pq_pivots,flat_threshold,graph_count,insert_threads,live_point_count,maintenance_prefix,max_rss_kb,max_threshold,mean_candidate_count,mean_cpu_us,mean_cpu_us1,mean_cpu_us2,mean_io_us,mean_n_4k,mean_n_cmps,mean_n_hops,mean_n_ios,mean_query_total_us,mean_read_size,mean_route_overhead_us,min_threshold,mode,online_flat_materialize,p50_latency_us,p95_cpu_us,p95_io_us,p95_latency_ms,p95_latency_us,p95_n_4k,p95_n_cmps,p95_n_hops,p95_n_ios,p95_query_total_us,p95_read_size,p99_latency_us,phase,points,pq_bytes,prefilter_count,process_max_rss_kb,qps,query_peak_delta_kb,query_peak_rss_kb,raw_command,recall,recall@10,route,rss_after_query_kb,rss_before_query_kb,search_l,selection_policy,selection_status,selector_type,serving_source,source_prefix,status,strategy_variant,supports_recall_claim,tau_m,threads,threshold_version,trigger_reasons,trigger_status,variant,wall_s
mixed,9.177440117,9177.440117,10.667494176,10.983238,98.23,raw/phaseC_selected_route_l.jsonl,u75,750000.0,7,22,cycle03_triggered_retrain_range_u75,450,450,graph,0-15,16,True,phaseC_cycle03_retrain_each_cycle,3,,9.177701,0,targeted_triggered_retrain,1000,1,,10000,0,16,1000000,,1228212,123249,750000.0,22309.879,0.0,8738.78,0.0,459.244,22309.879,0.0,459.244,8858.598,1881063.424,73.721,123249,measure-dynamic-search,False,9106.535,28984.0,0.0,9.393771000000001,9393.771,465.0,28984.0,0.0,465.0,9010.0,1904640.0,9782.76,phaseC,1000000,16,0,1228212,108.959746,14340,287512,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix experiments/v100_early_pq_10k_full_20260602T031600Z/indexes/phaseC_cycle03_retrain_each_cycle --jsonl-output experiments/v100_early_pq_10k_full_20260602T031600Z/raw/calibration_phaseC_cycle03_retrain_each_cycle_range_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 450 --data-bin experiments/v100_early_pq_10k_full_20260602T031600Z/data/phaseC_cycle03_live_data_by_tag.bin --base-label-file experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin experiments/v100_early_pq_10k_full_20260602T031600Z/truth/phaseC_cycle03_range_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_range_u75.spmat --selector-type range --query-limit 1000,98.1,98.1,graph,287512,273172,450,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,range,retrain_each_cycle_snapshot,experiments/v100_early_pq_10k_full_20260602T031600Z/indexes/phaseC_cycle03_retrain_each_cycle,ok,triggered_retrain,True,123249,1,0,avg>=10ms,triggered,retrain_each_cycle,9.177701
mixed,8.313764534,8313.764534,13.616331015,14.003057,98.09,raw/phaseC_selected_route_l.jsonl,u100,1000000.0,8,22,cycle03_triggered_retrain_range_u100,400,400,graph,0-15,16,True,phaseC_cycle03_retrain_each_cycle,3,,8.314029,0,targeted_triggered_retrain,1000,1,,10000,0,16,1000000,,1228212,123249,1000000.0,20558.17,0.0,7864.566,0.0,409.647,20558.17,0.0,409.647,7996.256,1677914.112,80.665,123249,measure-dynamic-search,False,8264.318,26518.0,0.0,8.576129000000002,8576.129,415.0,26518.0,0.0,415.0,8176.0,1699840.0,8997.136,phaseC,1000000,16,0,1228212,120.278625,12392,283660,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix experiments/v100_early_pq_10k_full_20260602T031600Z/indexes/phaseC_cycle03_retrain_each_cycle --jsonl-output experiments/v100_early_pq_10k_full_20260602T031600Z/raw/calibration_phaseC_cycle03_retrain_each_cycle_range_u100.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 400 --data-bin experiments/v100_early_pq_10k_full_20260602T031600Z/data/phaseC_cycle03_live_data_by_tag.bin --base-label-file experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin experiments/v100_early_pq_10k_full_20260602T031600Z/truth/phaseC_cycle03_range_u100.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_range_u100.spmat --selector-type range --query-limit 1000,98.17,98.17,graph,283660,271268,400,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,range,retrain_each_cycle_snapshot,experiments/v100_early_pq_10k_full_20260602T031600Z/indexes/phaseC_cycle03_retrain_each_cycle,ok,triggered_retrain,True,123249,1,0,avg>=10ms,triggered,retrain_each_cycle,8.314029
prefilter,7.053652799,7053.652799,,,,,u50,500000.0,9,22,cycle01_triggered_retrain_chain_intersect_u50,250,250,prefilter,0-15,16,True,chain_cycle01_triggered_retrain,1,,7.053966,0,chain_triggered_retrain,0,1,,10000,0,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle01_triggered_retrain,695604,124175,500000.0,0.0,0.0,0.0,0.0,250.0,500000.0,0.0,250.0,7049.53,1024000.0,564.805,124175,measure-dynamic-search,False,7007.107,0.0,0.0,7.332674,7332.674,250.0,500000.0,0.0,250.0,7330.0,1024000.0,8005.228,chain,1000000,16,1000,695604,141.764229,1052,274316,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle01_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle01_triggered_retrain_intersect_u50.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route prefilter --search-l 250 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle01_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle01_triggered_retrain_intersect_u50.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u50.spmat --selector-type intersect --query-limit 1000,98.01,98.01,prefilter,274316,273264,250,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,intersect,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle01_triggered_retrain,ok,triggered_retrain_chain,True,124175,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,7.053966
graph,8.302281693000001,8302.281693,,,,,u75,750000.0,9,22,cycle01_triggered_retrain_chain_intersect_u75,400,400,graph,0-15,16,True,chain_cycle01_triggered_retrain,1,,8.302545,0,chain_triggered_retrain,0,1,,10000,1000,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle01_triggered_retrain,695604,124175,750000.0,21008.108,0.0,7916.607,0.0,409.032,21008.108,0.0,409.032,7977.014,1675395.072,19.302,124175,measure-dynamic-search,False,8225.886,26910.0,0.0,8.52625,8526.25,414.0,26910.0,0.0,414.0,8123.0,1695744.0,8989.809,chain,1000000,16,0,695604,120.44499,11984,283260,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle01_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle01_triggered_retrain_intersect_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 400 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle01_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle01_triggered_retrain_intersect_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u75.spmat --selector-type intersect --query-limit 1000,98.55,98.55,graph,283260,271276,400,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,intersect,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle01_triggered_retrain,ok,triggered_retrain_chain,True,124175,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,8.302545
graph,6.4416900340000005,6441.690034,,,,,u100,1000000.0,10,22,cycle01_triggered_retrain_chain_intersect_u100,300,300,graph,0-15,16,True,chain_cycle01_triggered_retrain,1,,6.441949,0,chain_triggered_retrain,0,1,,10000,1000,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle01_triggered_retrain,695604,124175,1000000.0,17112.077,0.0,6100.649,0.0,309.812,17112.077,0.0,309.812,6158.89,1268989.952,18.852,124175,measure-dynamic-search,False,6277.32,21679.0,0.0,6.567439,6567.439,315.0,21679.0,0.0,315.0,6242.0,1290240.0,6969.367,chain,1000000,16,0,695604,155.232535,12944,284084,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle01_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle01_triggered_retrain_intersect_u100.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 300 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle01_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle01_triggered_retrain_intersect_u100.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u100.spmat --selector-type intersect --query-limit 1000,98.07,98.07,graph,284084,271140,300,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,intersect,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle01_triggered_retrain,ok,triggered_retrain_chain,True,124175,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,6.441949
prefilter,7.10906051,7109.06051,,,,,u50,500000.0,9,22,cycle01_triggered_retrain_chain_range_u50,250,250,prefilter,0-15,16,True,chain_cycle01_triggered_retrain,1,,7.109402,0,chain_triggered_retrain,0,1,,10000,0,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle01_triggered_retrain,695604,124175,500000.0,0.0,0.0,0.0,0.0,250.0,500000.0,0.0,250.0,7103.476,1024000.0,611.244,124175,measure-dynamic-search,False,7079.002,0.0,0.0,7.363102,7363.102,250.0,500000.0,0.0,250.0,7357.0,1024000.0,7788.436,chain,1000000,16,1000,695604,140.658811,988,272224,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle01_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle01_triggered_retrain_range_u50.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route prefilter --search-l 250 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle01_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle01_triggered_retrain_range_u50.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_range_u50.spmat --selector-type range --query-limit 1000,98.01,98.01,prefilter,247752,271236,250,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,range,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle01_triggered_retrain,ok,triggered_retrain_chain,True,124175,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,7.109402
mixed,8.372769011,8372.769011,,,,,u75,750000.0,9,22,cycle01_triggered_retrain_chain_range_u75,400,400,graph,0-15,16,True,chain_cycle01_triggered_retrain,1,,8.373219,0,chain_triggered_retrain,1000,1,,10000,0,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle01_triggered_retrain,695604,124175,750000.0,21008.569,0.0,7937.479,0.0,409.04,21008.569,0.0,409.04,8044.258,1675427.84,66.28,124175,measure-dynamic-search,False,8270.114,26910.0,0.0,8.780539000000001,8780.539,414.0,26910.0,0.0,414.0,8408.0,1695744.0,9811.671,chain,1000000,16,0,695604,119.428377,12072,283404,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle01_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle01_triggered_retrain_range_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 400 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle01_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle01_triggered_retrain_range_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_range_u75.spmat --selector-type range --query-limit 1000,98.55,98.55,graph,283404,271332,400,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,range,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle01_triggered_retrain,ok,triggered_retrain_chain,True,124175,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,8.373219
mixed,6.338615152,6338.615152,,,,,u100,1000000.0,10,22,cycle01_triggered_retrain_chain_range_u100,300,300,graph,0-15,16,True,chain_cycle01_triggered_retrain,1,,6.338861,0,chain_triggered_retrain,1000,1,,10000,0,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle01_triggered_retrain,695604,124175,1000000.0,17112.642,0.0,5952.399,0.0,309.82,17112.642,0.0,309.82,6062.857,1269022.72,71.736,124175,measure-dynamic-search,False,6300.315,21679.0,0.0,6.5865100000000005,6586.51,315.0,21679.0,0.0,315.0,6294.0,1290240.0,7013.099,chain,1000000,16,0,695604,157.757043,12896,284252,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle01_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle01_triggered_retrain_range_u100.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 300 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle01_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle01_triggered_retrain_range_u100.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_range_u100.spmat --selector-type range --query-limit 1000,98.07,98.07,graph,284252,271356,300,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,range,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle01_triggered_retrain,ok,triggered_retrain_chain,True,124175,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,6.338861
prefilter,6.987360888,6987.360888,,,,,u50,500000.0,9,22,cycle02_triggered_retrain_chain_intersect_u50,250,250,prefilter,0-15,16,True,chain_cycle02_triggered_retrain,2,,6.987663,0,chain_triggered_retrain,0,1,,10000,0,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle02_triggered_retrain,1064196,115392,500000.0,0.0,0.0,0.0,0.0,250.0,500000.0,0.0,250.0,6983.193,1024000.0,558.337,115392,measure-dynamic-search,False,6963.853,0.0,0.0,7.150656,7150.656,250.0,500000.0,0.0,250.0,7147.0,1024000.0,7512.282,chain,1000000,16,1000,1064196,143.109363,1180,272380,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle02_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle02_triggered_retrain_intersect_u50.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route prefilter --search-l 250 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle02_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle02_triggered_retrain_intersect_u50.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u50.spmat --selector-type intersect --query-limit 1000,98.17,98.17,prefilter,272380,271200,250,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,intersect,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle02_triggered_retrain,ok,triggered_retrain_chain,True,115392,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,6.987663
graph,8.367317274000001,8367.317274,,,,,u75,750000.0,9,22,cycle02_triggered_retrain_chain_intersect_u75,400,400,graph,0-15,16,True,chain_cycle02_triggered_retrain,2,,8.367575,0,chain_triggered_retrain,0,1,,10000,1000,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle02_triggered_retrain,1064196,115392,750000.0,21233.251,0.0,7980.661,0.0,408.956,21233.251,0.0,408.956,8044.625,1675083.776,22.102,115392,measure-dynamic-search,False,8315.397,27009.0,0.0,8.674597,8674.597,417.0,27009.0,0.0,417.0,8281.0,1708032.0,8964.109,chain,1000000,16,0,1064196,119.50894,11600,282808,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle02_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle02_triggered_retrain_intersect_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 400 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle02_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle02_triggered_retrain_intersect_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u75.spmat --selector-type intersect --query-limit 1000,98.37,98.37,graph,282808,271208,400,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,intersect,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle02_triggered_retrain,ok,triggered_retrain_chain,True,115392,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,8.367575
graph,6.699522661,6699.522661,,,,,u100,1000000.0,10,22,cycle02_triggered_retrain_chain_intersect_u100,300,300,graph,0-15,16,True,chain_cycle02_triggered_retrain,2,,6.699801,0,chain_triggered_retrain,0,1,,10000,1000,16,1000000,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle02_triggered_retrain,1064196,115392,1000000.0,17287.604,0.0,6367.585,0.0,309.806,17287.604,0.0,309.806,6425.947,1268965.376,19.55,115392,measure-dynamic-search,False,6305.774,21623.0,0.0,6.90124,6901.24,318.0,21623.0,0.0,318.0,6628.0,1302528.0,9041.35,chain,1000000,16,0,1064196,149.258155,13972,285272,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle02_triggered_retrain --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/raw/calibration_chain_cycle02_triggered_retrain_intersect_u100.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 300 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/data/chain_cycle02_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/truth/chain_cycle02_triggered_retrain_intersect_u100.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u100.spmat --selector-type intersect --query-limit 1000,98.14,98.14,graph,285272,271300,300,post_hoc_retuned_fastest_feasible_recall_ge_98,pass,intersect,actual_triggered_chain_snapshot,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle02_triggered_retrain,ok,triggered_retrain_chain,True,115392,1,0,always_after_initial_1m_and_each_60pct_replacement,triggered,triggered_retrain_chain,6.699801
