case_id,cycle_idx,variant,selector_type,bucket,result_source,route,actual_route,configured_L,search_l,recall@10,avg_latency_us,p50_latency_us,p95_latency_us,p99_latency_us,qps,mean_candidate_count,mean_route_overhead_us,prefilter_count,graph_count,fallback_count,cpu_cap_enforced,supports_recall_claim,selection_policy,source_prefix
cycle04_no_retrain_across_cycles_intersect_u25,4,no_retrain_across_cycles,intersect,u25,original_selected,prefilter,prefilter,250,250,98.12,3978.780819,3793.104,5607.221,5830.521,251.319654,250000.0,423.877,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_no_retrain_after_insert
cycle04_no_retrain_across_cycles_intersect_u30,4,no_retrain_across_cycles,intersect,u30,original_selected,prefilter,prefilter,250,250,98.25,4612.122863,4389.97,5974.152,6228.722,216.810051,300000.0,458.157,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_no_retrain_after_insert
cycle04_no_retrain_across_cycles_intersect_u50,4,no_retrain_across_cycles,intersect,u50,original_selected,prefilter,prefilter,300,300,98.58,6895.106361,6875.74,6934.097,7196.724,145.024983,500000.0,627.878,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_no_retrain_after_insert
cycle04_no_retrain_across_cycles_intersect_u75,4,no_retrain_across_cycles,intersect,u75,original_selected,prefilter,prefilter,300,300,98.27,9949.428326,9924.468,9972.185,10334.311,100.505568,750000.0,870.621,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_no_retrain_after_insert
cycle04_no_retrain_across_cycles_intersect_u100,4,no_retrain_across_cycles,intersect,u100,original_selected,graph,graph,400,400,98.15,8327.6331,8296.897,8693.824,8973.741,120.080166,1000000.0,15.609,0,1000,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_no_retrain_after_insert
cycle04_no_retrain_across_cycles_range_u1e-03,4,no_retrain_across_cycles,range,u1e-03,original_selected,prefilter,prefilter,50,50,100.0,149.159023,148.543,158.81,188.225,6701.115089,1000.0,51.159,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_no_retrain_after_insert
cycle04_no_retrain_across_cycles_range_u3e-03,4,no_retrain_across_cycles,range,u3e-03,original_selected,prefilter,prefilter,50,50,99.72,208.456502,204.768,227.534,264.899,4794.694697,3000.0,67.103,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_no_retrain_after_insert
cycle04_no_retrain_across_cycles_range_u1e-02,4,no_retrain_across_cycles,range,u1e-02,original_selected,prefilter,prefilter,50,50,99.55,427.689372,421.12,469.161,513.671,2337.373543,10000.0,142.715,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_no_retrain_after_insert
cycle04_no_retrain_across_cycles_range_u5e-02,4,no_retrain_across_cycles,range,u5e-02,original_selected,prefilter,prefilter,50,50,99.0,1149.821653,1137.69,1219.973,1249.956,869.605825,50000.0,239.661,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_no_retrain_after_insert
cycle04_no_retrain_across_cycles_range_u1e-01,4,no_retrain_across_cycles,range,u1e-01,original_selected,prefilter,prefilter,75,75,98.89,1787.692908,1761.683,1991.039,2025.787,559.318317,100000.0,283.344,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_no_retrain_after_insert
cycle04_no_retrain_across_cycles_range_u25,4,no_retrain_across_cycles,range,u25,original_selected,prefilter,prefilter,250,250,98.12,3868.297148,3817.965,4057.101,4130.873,258.496903,250000.0,429.787,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_no_retrain_after_insert
cycle04_no_retrain_across_cycles_range_u30,4,no_retrain_across_cycles,range,u30,original_selected,prefilter,prefilter,250,250,98.25,4470.960586,4429.231,4663.368,4717.253,223.654829,300000.0,477.208,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_no_retrain_after_insert
cycle04_no_retrain_across_cycles_range_u50,4,no_retrain_across_cycles,range,u50,original_selected,prefilter,prefilter,300,300,98.58,6929.889364,6911.492,6958.156,7206.842,144.297205,500000.0,670.396,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_no_retrain_after_insert
cycle04_no_retrain_across_cycles_range_u75,4,no_retrain_across_cycles,range,u75,phase2_targeted_rerun_replacement,graph,mixed,470,470,98.03,9600.098837,9545.55,9954.825,10558.291,104.163644,750000.0,57.736,0,0,1000,True,True,expanded_l_sweep_fastest_feasible_recall_ge_98_with_L450_L470_targeted_rerun,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_no_retrain_after_insert
cycle04_no_retrain_across_cycles_range_u100,4,no_retrain_across_cycles,range,u100,original_selected,graph,mixed,400,400,98.15,8350.100671,8303.634,8753.224,9123.486,119.756558,1000000.0,63.242,0,0,1000,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_no_retrain_after_insert
cycle05_retrain_each_cycle_intersect_u1e-03,5,retrain_each_cycle,intersect,u1e-03,original_selected,prefilter,prefilter,50,50,99.97,132.107265,130.832,138.611,150.138,7565.964982,1000.0,49.254,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_retrain_each_cycle
cycle05_retrain_each_cycle_intersect_u3e-03,5,retrain_each_cycle,intersect,u3e-03,original_selected,prefilter,prefilter,50,50,99.83,169.939528,168.636,178.153,197.334,5882.7031,3000.0,52.007,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_retrain_each_cycle
cycle05_retrain_each_cycle_intersect_u1e-02,5,retrain_each_cycle,intersect,u1e-02,original_selected,prefilter,prefilter,75,75,99.6,303.323287,301.105,316.828,347.288,3296.013115,10000.0,56.693,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_retrain_each_cycle
cycle05_retrain_each_cycle_intersect_u5e-02,5,retrain_each_cycle,intersect,u5e-02,original_selected,prefilter,prefilter,75,75,99.29,896.206645,893.316,972.365,1008.934,1115.660141,50000.0,102.551,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_retrain_each_cycle
cycle05_retrain_each_cycle_intersect_u1e-01,5,retrain_each_cycle,intersect,u1e-01,original_selected,prefilter,prefilter,50,50,98.87,1616.886435,1554.655,1791.931,1810.632,618.427161,100000.0,148.433,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_retrain_each_cycle
cycle05_retrain_each_cycle_intersect_u25,5,retrain_each_cycle,intersect,u25,original_selected,prefilter,prefilter,200,200,98.06,3540.777097,3490.253,3725.2,3765.784,282.411144,250000.0,310.008,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_retrain_each_cycle
cycle05_retrain_each_cycle_intersect_u30,5,retrain_each_cycle,intersect,u30,original_selected,prefilter,prefilter,250,250,98.72,4305.807678,4257.588,4495.889,4521.555,232.236865,300000.0,363.523,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_retrain_each_cycle
cycle05_retrain_each_cycle_intersect_u50,5,retrain_each_cycle,intersect,u50,original_selected,prefilter,prefilter,300,300,98.35,7069.94456,6749.174,9329.246,9462.868,141.440129,500000.0,598.906,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_retrain_each_cycle
cycle05_retrain_each_cycle_intersect_u75,5,retrain_each_cycle,intersect,u75,original_selected,graph,graph,400,400,98.32,8239.576447,8197.79,8573.304,8945.847,121.363167,750000.0,16.349,0,1000,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_retrain_each_cycle
cycle05_retrain_each_cycle_intersect_u100,5,retrain_each_cycle,intersect,u100,original_selected,graph,graph,300,300,98.13,6268.314338,6249.586,6497.95,6732.223,159.528456,1000000.0,15.601,0,1000,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_retrain_each_cycle
cycle05_retrain_each_cycle_range_u1e-03,5,retrain_each_cycle,range,u1e-03,original_selected,prefilter,prefilter,75,75,99.97,132.560582,131.298,138.006,153.444,7540.578606,1000.0,49.263,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_retrain_each_cycle
cycle05_retrain_each_cycle_range_u3e-03,5,retrain_each_cycle,range,u3e-03,original_selected,prefilter,prefilter,50,50,99.83,171.657564,170.474,178.662,197.386,5823.909801,3000.0,53.361,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_retrain_each_cycle
cycle05_retrain_each_cycle_range_u1e-02,5,retrain_each_cycle,range,u1e-02,original_selected,prefilter,prefilter,75,75,99.6,314.706382,311.917,329.036,362.253,3176.71999,10000.0,65.328,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_retrain_each_cycle
cycle05_retrain_each_cycle_range_u5e-02,5,retrain_each_cycle,range,u5e-02,original_selected,prefilter,prefilter,50,50,99.29,910.961607,908.924,986.241,1017.207,1097.586377,50000.0,116.672,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_retrain_each_cycle
cycle05_retrain_each_cycle_range_u1e-01,5,retrain_each_cycle,range,u1e-01,original_selected,prefilter,prefilter,50,50,98.87,1631.433573,1572.536,1812.904,1835.857,612.908121,100000.0,166.682,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_retrain_each_cycle
cycle05_retrain_each_cycle_range_u25,5,retrain_each_cycle,range,u25,original_selected,prefilter,prefilter,200,200,98.06,3569.150945,3515.203,3754.761,3778.263,280.168013,250000.0,335.046,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_retrain_each_cycle
cycle05_retrain_each_cycle_range_u30,5,retrain_each_cycle,range,u30,original_selected,prefilter,prefilter,400,400,99.51,4499.96396,4448.832,4693.268,4739.653,222.216558,300000.0,393.216,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_retrain_each_cycle
cycle05_retrain_each_cycle_range_u50,5,retrain_each_cycle,range,u50,original_selected,prefilter,prefilter,300,300,98.35,6841.005917,6788.282,7025.481,7057.4,146.173676,500000.0,616.512,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_retrain_each_cycle
cycle05_retrain_each_cycle_range_u75,5,retrain_each_cycle,range,u75,original_selected,graph,mixed,400,400,98.32,8279.649779,8231.939,8626.038,8956.398,120.775591,750000.0,57.922,0,0,1000,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_retrain_each_cycle
cycle05_retrain_each_cycle_range_u100,5,retrain_each_cycle,range,u100,original_selected,graph,mixed,300,300,98.13,6348.129364,6319.398,6593.51,6835.441,157.522878,1000000.0,62.142,0,0,1000,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_retrain_each_cycle
cycle05_no_retrain_across_cycles_intersect_u1e-03,5,no_retrain_across_cycles,intersect,u1e-03,original_selected,prefilter,prefilter,50,50,99.98,148.814399,147.925,159.379,192.633,6717.225161,1000.0,51.21,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_no_retrain_after_insert
cycle05_no_retrain_across_cycles_intersect_u3e-03,5,no_retrain_across_cycles,intersect,u3e-03,original_selected,prefilter,prefilter,75,75,99.64,204.85179,201.595,225.003,259.459,4879.167276,3000.0,64.184,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_no_retrain_after_insert
cycle05_no_retrain_across_cycles_intersect_u1e-02,5,no_retrain_across_cycles,intersect,u1e-02,original_selected,prefilter,prefilter,100,100,99.63,417.859236,412.522,452.125,490.3,2392.498436,10000.0,134.538,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_no_retrain_after_insert
cycle05_no_retrain_across_cycles_intersect_u5e-02,5,no_retrain_across_cycles,intersect,u5e-02,original_selected,prefilter,prefilter,50,50,98.98,1140.602763,1130.792,1207.894,1230.109,876.623941,50000.0,226.684,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_no_retrain_after_insert
cycle05_no_retrain_across_cycles_intersect_u1e-01,5,no_retrain_across_cycles,intersect,u1e-01,original_selected,prefilter,prefilter,100,100,98.53,1782.994051,1748.176,1991.259,2026.03,560.792511,100000.0,264.405,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_no_retrain_after_insert
cycle05_no_retrain_across_cycles_intersect_u25,5,no_retrain_across_cycles,intersect,u25,original_selected,prefilter,prefilter,300,300,99.12,4138.43202,3903.295,5298.389,5504.459,241.627635,250000.0,421.588,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_no_retrain_after_insert
cycle05_no_retrain_across_cycles_intersect_u30,5,no_retrain_across_cycles,intersect,u30,original_selected,prefilter,prefilter,250,250,98.3,4482.565877,4430.229,4681.38,4834.108,223.074948,300000.0,443.61,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_no_retrain_after_insert
cycle05_no_retrain_across_cycles_intersect_u50,5,no_retrain_across_cycles,intersect,u50,original_selected,prefilter,prefilter,250,250,98.17,6864.164206,6812.432,7053.985,7095.367,145.678925,500000.0,627.632,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_no_retrain_after_insert
cycle05_no_retrain_across_cycles_intersect_u75,5,no_retrain_across_cycles,intersect,u75,original_selected,graph,graph,400,400,98.07,8225.672562,8189.199,8523.926,8711.77,121.568549,750000.0,16.262,0,1000,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_no_retrain_after_insert
cycle05_no_retrain_across_cycles_intersect_u100,5,no_retrain_across_cycles,intersect,u100,original_selected,graph,graph,400,400,98.49,8274.674101,8233.724,8574.749,8829.22,120.848749,1000000.0,15.794,0,1000,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_no_retrain_after_insert
cycle05_no_retrain_across_cycles_range_u1e-03,5,no_retrain_across_cycles,range,u1e-03,original_selected,prefilter,prefilter,50,50,99.98,148.490651,147.641,159.367,194.041,6731.598408,1000.0,51.215,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_no_retrain_after_insert
cycle05_no_retrain_across_cycles_range_u3e-03,5,no_retrain_across_cycles,range,u3e-03,original_selected,prefilter,prefilter,50,50,99.64,207.201445,203.27,228.412,269.142,4823.867477,3000.0,67.867,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_no_retrain_after_insert
cycle05_no_retrain_across_cycles_range_u1e-02,5,no_retrain_across_cycles,range,u1e-02,original_selected,prefilter,prefilter,75,75,99.63,426.581237,421.176,461.472,502.982,2343.517397,10000.0,143.672,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_no_retrain_after_insert
cycle05_no_retrain_across_cycles_range_u5e-02,5,no_retrain_across_cycles,range,u5e-02,original_selected,prefilter,prefilter,50,50,98.98,1152.247507,1141.047,1217.595,1250.528,867.757384,50000.0,240.014,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_no_retrain_after_insert
cycle05_no_retrain_across_cycles_range_u1e-01,5,no_retrain_across_cycles,range,u1e-01,original_selected,prefilter,prefilter,100,100,98.53,1797.696593,1767.427,2003.219,2039.954,556.217469,100000.0,282.35,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_no_retrain_after_insert
cycle05_no_retrain_across_cycles_range_u25,5,no_retrain_across_cycles,range,u25,original_selected,prefilter,prefilter,250,250,98.71,3890.191466,3818.037,4046.715,4089.934,257.041231,250000.0,434.216,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_no_retrain_after_insert
cycle05_no_retrain_across_cycles_range_u30,5,no_retrain_across_cycles,range,u30,original_selected,prefilter,prefilter,300,300,98.85,4555.677666,4498.701,4730.587,4785.729,219.496317,300000.0,475.608,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_no_retrain_after_insert
cycle05_no_retrain_across_cycles_range_u50,5,no_retrain_across_cycles,range,u50,original_selected,prefilter,prefilter,250,250,98.17,6909.319126,6816.898,6894.096,9576.24,144.727475,500000.0,673.931,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_no_retrain_after_insert
cycle05_no_retrain_across_cycles_range_u75,5,no_retrain_across_cycles,range,u75,original_selected,graph,mixed,400,400,98.07,8308.421183,8254.421,8658.71,9062.003,120.357112,750000.0,56.863,0,0,1000,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_no_retrain_after_insert
cycle05_no_retrain_across_cycles_range_u100,5,no_retrain_across_cycles,range,u100,original_selected,graph,mixed,400,400,98.49,8332.783617,8287.045,8644.952,9103.964,120.005538,1000000.0,59.495,0,0,1000,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_no_retrain_after_insert
