dataset,bucket_name,selectivity,thread,route_decision,qps,query_p99_latency_us,query_p999_latency_us,cpu_pct,mean_ios,real_read_iops,real_read_mb_s,real_iops,real_mb_s,real_qd,real_read_await_ms,real_ssd_lat_status,real_ssd_lat_p50_ms,real_ssd_lat_p95_ms,real_ssd_lat_p99_ms,fio_matched_iodepth,fio_matched_achieved_qd,fio_iops,fio_mb_s,fio_bw_mb_s,iops_vs_fio_ratio,bw_vs_fio_ratio,fio_lat_mean_ms,fio_lat_p99_ms,fio_capacity_ratio,disk_metrics_status,bottleneck_conclusion
glove100,u0p1,0.0010004106415302228,4,prefilter,12153.015625,408.0,2871.0,789.981105,96.0,0.0,0.0,0.0,0.0,0.0,,unavailable_no_events,,,,1,1.0,44007.933069,171.905987739563,171.905987739563,0.0,0.0,0.088470718646,0.136192,0.0,ok,cpu_or_algorithm_bound
glove100,u0p1,0.0010004106415302228,8,prefilter,8949.791992,1006.0,4476.0,546.867485,96.0,0.0,0.0,0.0,0.0,0.0,,unavailable_no_events,,,,1,1.0,85823.439219,335.2478094100952,335.2478094100952,0.0,0.0,0.09080315081200001,0.150528,0.0,ok,cpu_or_algorithm_bound
glove100,u0p5,0.005000363324810691,1,prefilter,1339.021851,7546.0,15748.0,288.90803,128.0,1518.670046,6.598057,1518.670046,6.598057,0.134691,0.088472,unavailable_no_events,,,,1,1.0,11561.381287,45.16164493560791,45.16164493560791,0.13135714568186094,0.1460986863832706,0.084313921252,0.10496,0.1460986863832706,ok,io_latency_or_queue_underfilled
glove100,u0p5,0.005000363324810691,4,prefilter,7947.65918,615.0,3217.0,649.133271,128.0,0.0,0.0,0.0,0.0,0.000662,,unavailable_no_events,,,,1,1.0,44007.933069,171.905987739563,171.905987739563,0.0,0.0,0.088470718646,0.136192,0.0,ok,cpu_or_algorithm_bound
glove100,u0p5,0.005000363324810691,8,prefilter,5525.73877,2056.0,6734.0,759.735441,128.0,0.0,0.0,0.0,0.0,0.0,,unavailable_no_events,,,,1,1.0,85823.439219,335.2478094100952,335.2478094100952,0.0,0.0,0.09080315081200001,0.150528,0.0,ok,cpu_or_algorithm_bound
glove100,u1,0.00999988170820117,1,prefilter,699.272461,9198.0,15206.0,214.634948,128.0,1963.700217,8.783137,1963.700217,8.783137,0.199855,0.101775,unavailable_no_events,,,,1,1.0,11561.381287,45.16164493560791,45.16164493560791,0.16984996586939397,0.19448222075442817,0.084313921252,0.10496,0.19448222075442817,ok,io_latency_or_queue_underfilled
glove100,u1,0.00999988170820117,4,prefilter,7143.836914,817.0,2482.0,645.880528,128.0,0.0,0.0,0.0,0.0,0.0,,unavailable_no_events,,,,1,1.0,44007.933069,171.905987739563,171.905987739563,0.0,0.0,0.088470718646,0.136192,0.0,ok,cpu_or_algorithm_bound
glove100,u1,0.00999988170820117,8,prefilter,9319.032227,1328.0,3755.0,825.918843,128.0,0.0,0.0,0.0,0.0,0.0,,unavailable_no_events,,,,1,1.0,85823.439219,335.2478094100952,335.2478094100952,0.0,0.0,0.09080315081200001,0.150528,0.0,ok,cpu_or_algorithm_bound
glove100,u5,0.050000253482426066,1,prefilter,455.936523,1961.0,7682.0,147.360264,160.0,733.823435,3.346597,733.823435,3.346597,0.068762,0.093458,unavailable_no_events,,,,1,1.0,11561.381287,45.16164493560791,45.16164493560791,0.06347195173167892,0.07410263742101564,0.084313921252,0.10496,0.07410263742101564,ok,io_latency_or_queue_underfilled
glove100,u5,0.050000253482426066,4,prefilter,1692.510742,2353.0,3564.0,410.178216,160.0,0.0,0.0,0.0,0.0,0.0,,unavailable_no_events,,,,1,1.0,44007.933069,171.905987739563,171.905987739563,0.0,0.0,0.088470718646,0.136192,0.0,ok,cpu_or_algorithm_bound
