format,index_prefix,selector_type,query_label_file,query_count,threads,beamwidth,mem_L,route,L,hybrid_enabled,qps,avg_latency_us,p99_latency_us,mean_hops,mean_ios,mean_candidate_count,mean_route_overhead_us,fallback_count,prefilter_count,graph_count,empty_count,recall_at,process_max_rss_kb,max_rss_kb,recall,recall@10,chosen_L,status,state,bucket,filter_type,points,selected_route,target_recall@10,exp4_pq_bytes,calibration_recall@10,calibration_avg_latency_us,search_max_rss_kb,rss_before_query_kb,rss_after_query_kb,query_peak_rss_kb,query_peak_delta_kb,rss_mode,rss_single_query_kb,rss_single_query_avg_latency_us,rss_single_query_recall@10
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp4_intersect_range_selectivity/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-03.spmat,1000,1,4,0,prefilter,10,False,2344.541992,366.704987,1045.0,0.0,96.0,1000.0,15.715,0,1000,0,0,10,12540,12540,100.0,100.0,10,ok,1m_direct,u1e-03,range,1000000,prefilter,98.0,32,100.0,366.165985,44392,,,,,single_query_process_no_query_files,12540,1463.0,
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp4_intersect_range_selectivity/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u3e-03.spmat,1000,1,4,0,prefilter,10,False,1986.236572,434.806,1073.0,0.0,96.0,3000.0,25.686,0,1000,0,0,10,12608,12608,100.0,100.0,10,ok,1m_direct,u3e-03,range,1000000,prefilter,98.0,32,100.0,432.855988,44576,,,,,single_query_process_no_query_files,12608,2225.0,
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp4_intersect_range_selectivity/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-02.spmat,1000,1,4,0,prefilter,10,False,1240.511108,721.862976,1559.0,0.0,128.0,10000.0,37.238,0,1000,0,0,10,12804,12804,100.0,100.0,10,ok,1m_direct,u1e-02,range,1000000,prefilter,98.0,32,100.0,993.585999,45060,,,,,single_query_process_no_query_files,12804,5207.0,
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp4_intersect_range_selectivity/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u5e-02.spmat,1000,1,4,0,prefilter,10,False,402.314758,2306.106934,3018.0,0.0,160.0,50000.0,67.52,0,1000,0,0,10,13296,13296,100.0,100.0,10,ok,1m_direct,u5e-02,range,1000000,prefilter,98.0,32,100.0,1692.260986,45332,,,,,single_query_process_no_query_files,13296,15580.0,
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp4_intersect_range_selectivity/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-01.spmat,1000,1,4,0,prefilter,10,False,307.909271,3028.10498,4551.0,0.0,160.0,100000.0,64.121,0,1000,0,0,10,13820,13820,100.0,100.0,10,ok,1m_direct,u1e-01,range,1000000,prefilter,98.0,32,100.0,3670.719971,46332,,,,,single_query_process_no_query_files,13820,24941.0,
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp4_intersect_range_selectivity/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u25.spmat,1000,1,4,0,graph,150,False,301.416046,3244.024902,9945.0,0.0,163.593994,250000.0,64.867,0,0,1000,0,10,17324,17324,98.389999,98.389999,150,ok,1m_direct,u25,range,1000000,graph,98.0,32,98.389999,3234.772949,46360,,,,,single_query_process_no_query_files,17324,16931.0,
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp4_intersect_range_selectivity/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u30.spmat,1000,1,4,0,graph,150,False,301.430328,3243.726074,4796.0,0.0,163.598999,300000.0,74.592,0,0,1000,0,10,17412,17412,98.709999,98.709999,150,ok,1m_direct,u30,range,1000000,graph,98.0,32,98.709999,3244.925049,46568,,,,,single_query_process_no_query_files,17412,17015.0,
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp4_intersect_range_selectivity/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u50.spmat,1000,1,4,0,graph,100,False,418.920868,2334.101074,3450.0,0.0,114.470001,500000.0,82.256,0,0,1000,0,10,17616,17616,98.800003,98.800003,100,ok,1m_direct,u50,range,1000000,graph,98.0,32,98.800003,2334.656006,46228,,,,,single_query_process_no_query_files,17616,12413.0,
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp4_intersect_range_selectivity/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u75.spmat,1000,1,4,0,graph,75,False,515.757751,1892.901978,2748.0,0.0,90.218002,750000.0,90.534,0,0,1000,0,10,17748,17748,99.099998,99.099998,75,ok,1m_direct,u75,range,1000000,graph,98.0,32,99.099998,1893.699951,46160,,,,,single_query_process_no_query_files,17748,9832.0,
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp4_intersect_range_selectivity/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u100.spmat,1000,1,4,0,graph,50,False,669.658447,1456.953979,2267.0,0.0,66.448997,1000000.0,98.85,0,0,1000,0,10,17868,17868,98.440002,98.440002,50,ok,1m_direct,u100,range,1000000,graph,98.0,32,98.440002,1462.493042,46292,,,,,single_query_process_no_query_files,17868,17320.0,
